Date,q_conformal,coverage_proxy,abstention_rate,n_trade,n_candidates
2025-09-25,0.04706012225850579,0.90375,1.0,0,8
2025-09-26,0.046673534383151694,0.90375,1.0,0,8
2025-09-29,0.046673534383151694,0.90375,0.875,1,8
2025-09-30,0.04739179004414429,0.9025,0.875,1,8
2025-10-01,0.04722612175833003,0.90375,1.0,0,8
2025-10-02,0.04706012225850579,0.90375,1.0,0,8
2025-10-03,0.046673534383151694,0.90375,1.0,0,8
2025-10-06,0.046415113356211915,0.90375,1.0,0,8
2025-10-07,0.04530235446123064,0.9025,1.0,0,8
2025-10-08,0.04503926207208716,0.90375,1.0,0,8
2025-10-09,0.04466992507819886,0.90375,1.0,0,8
2025-10-10,0.044648487201637194,0.90375,1.0,0,8
2025-10-13,0.044648487201637194,0.90375,0.875,1,8
2025-10-14,0.04432511662599059,0.90375,0.875,1,8
2025-10-15,0.043980835166522556,0.90375,0.875,1,8
2025-10-16,0.043904804788783176,0.905,0.875,1,8
2025-10-17,0.0435798471971239,0.905,0.875,1,8
2025-10-20,0.043188748008257276,0.905,0.875,1,8
2025-10-21,0.04246747512613949,0.905,1.0,0,8
2025-10-22,0.04244904870862133,0.905,1.0,0,8
2025-10-23,0.04244904870862133,0.905,1.0,0,8
2025-10-24,0.04248780931105232,0.905,1.0,0,8
2025-10-27,0.04248780931105232,0.905,1.0,0,8
2025-10-28,0.04250777992285646,0.905,1.0,0,8
2025-10-29,0.04250777992285646,0.905,1.0,0,8
2025-10-30,0.043188748008257276,0.905,1.0,0,8
2025-10-31,0.043188748008257276,0.905,1.0,0,8
2025-11-03,0.043383108230661445,0.905,1.0,0,8
2025-11-04,0.043188748008257276,0.905,1.0,0,8
2025-11-05,0.0435798471971239,0.905,1.0,0,8
2025-11-06,0.043188748008257276,0.905,1.0,0,8
2025-11-07,0.04289612736552107,0.905,1.0,0,8
2025-11-10,0.04248780931105232,0.90375,1.0,0,8
2025-11-11,0.04250777992285646,0.90375,1.0,0,8
2025-11-12,0.04279206552911516,0.90375,1.0,0,8
2025-11-13,0.04250777992285646,0.905,1.0,0,8
2025-11-14,0.04248780931105232,0.905,1.0,0,8
2025-11-17,0.04244904870862133,0.905,1.0,0,8
2025-11-18,0.04248780931105232,0.905,1.0,0,8
2025-11-19,0.04279206552911516,0.905,1.0,0,8
2025-11-20,0.0430361785977668,0.905,1.0,0,8
2025-11-21,0.0430361785977668,0.905,1.0,0,8
2025-11-24,0.0430361785977668,0.905,1.0,0,8
2025-11-25,0.043383108230661445,0.905,1.0,0,8
2025-11-26,0.0437410005903789,0.90375,1.0,0,8
2025-11-28,0.04377378591268944,0.905,1.0,0,8
2025-12-01,0.04403620043777303,0.90375,1.0,0,8
2025-12-02,0.04464298644624866,0.9025,1.0,0,8
2025-12-03,0.044412895871139293,0.90375,1.0,0,8
2025-12-04,0.044412895871139293,0.90375,1.0,0,8
2025-12-05,0.04432511662599059,0.90375,1.0,0,8
2025-12-08,0.04432511662599059,0.90375,1.0,0,8
2025-12-09,0.044412895871139293,0.90375,1.0,0,8
2025-12-10,0.044412895871139293,0.90375,1.0,0,8
2025-12-11,0.044412895871139293,0.90375,1.0,0,8
2025-12-12,0.044412895871139293,0.90375,1.0,0,8
2025-12-15,0.044412895871139293,0.90375,1.0,0,8
2025-12-16,0.044412895871139293,0.90375,1.0,0,8
2025-12-17,0.044412895871139293,0.90375,0.875,1,8
2025-12-18,0.04503926207208716,0.90375,1.0,0,8
2025-12-19,0.04503926207208716,0.90375,1.0,0,8
2025-12-22,0.04464298644624866,0.9025,0.75,2,8
2025-12-23,0.04464298644624866,0.9025,0.875,1,8
2025-12-24,0.04432511662599059,0.90375,0.875,1,8
2025-12-26,0.04432511662599059,0.90375,0.875,1,8
2025-12-29,0.04432511662599059,0.90375,1.0,0,8
2025-12-30,0.04403620043777303,0.90375,1.0,0,8
2025-12-31,0.04403620043777303,0.90375,1.0,0,8
2026-01-02,0.04432511662599059,0.90375,1.0,0,8
2026-01-05,0.045393951676499025,0.9025,1.0,0,8
2026-01-06,0.04556997409297685,0.90375,1.0,0,8
2026-01-07,0.045393951676499025,0.9025,1.0,0,8
2026-01-08,0.04503926207208716,0.90375,1.0,0,8
2026-01-09,0.045393951676499025,0.9025,1.0,0,8
2026-01-12,0.045393951676499025,0.9025,1.0,0,8
2026-01-13,0.04503926207208716,0.90375,1.0,0,8
2026-01-14,0.04432511662599059,0.90375,1.0,0,8
2026-01-15,0.04422320164972278,0.90375,1.0,0,8
2026-01-16,0.04422320164972278,0.90375,1.0,0,8
2026-01-20,0.04422320164972278,0.90375,1.0,0,8
2026-01-21,0.04422320164972278,0.90375,0.875,1,8
2026-01-22,0.04403620043777303,0.90375,0.875,1,8
2026-01-23,0.04403507319354618,0.90375,1.0,0,8
2026-01-26,0.04403507319354618,0.90375,1.0,0,8
2026-01-27,0.04422320164972278,0.905,0.875,1,8
2026-01-28,0.04422320164972278,0.905,0.875,1,8
2026-01-29,0.04432511662599059,0.905,0.75,2,8
2026-01-30,0.044412895871139293,0.905,1.0,0,8
2026-02-02,0.045393951676499025,0.90375,1.0,0,8
2026-02-03,0.04556997409297685,0.905,1.0,0,8
2026-02-04,0.046059411890633443,0.905,1.0,0,8
2026-02-05,0.04689958178259705,0.905,1.0,0,8
2026-02-06,0.048396397984652416,0.905,1.0,0,8
2026-02-09,0.04845364766008687,0.905,1.0,0,8
2026-02-10,0.04869847779605331,0.90625,1.0,0,8
2026-02-11,0.04845364766008687,0.90625,1.0,0,8
2026-02-12,0.048396397984652416,0.90625,1.0,0,8
2026-02-13,0.048396397984652416,0.90625,1.0,0,8
2026-02-17,0.04845364766008687,0.90625,1.0,0,8
2026-02-18,0.048833921642172914,0.90625,1.0,0,8
2026-02-19,0.04933510514503693,0.90625,1.0,0,8
2026-02-20,0.04933510514503693,0.90625,1.0,0,8
2026-02-23,0.048833921642172914,0.90625,1.0,0,8
2026-02-24,0.048396397984652416,0.90625,1.0,0,8
2026-02-25,0.048396397984652416,0.90625,1.0,0,8
